title,year,imdb_score,imdb_votes
Fan Girl,2020,6.6,1004
Scales: Mermaids Are Real,2017,4.2,1003
Kill Ratio,2016,4.0,998
The Reconquest,2016,6.6,995
No Estoy Loca,2018,5.7,995
Sometimes,2016,7.2,993
The Good Catholic,2017,5.3,991
The Creative Brain,2019,6.3,991
The Beach Loafer,2004,4.9,989
Kingdom of Us,2017,7.0,985
Upstarts,2019,6.7,984
Calendar Girls,2015,4.2,984
Aruna & Her Palate,2018,7.1,977
The Hurt Business,2016,6.4,975
Jezebel,2019,5.8,975
Mr. Gaga: A True Story of Love and Dance,2015,7.5,974
Honey: Rise Up and Dance,2018,5.0,972
Blood Will Tell,2019,6.1,971
Dhoondte Reh Jaoge,2009,5.6,969
Life 2.0,2010,6.2,969
Macho,2016,4.3,966
Total Frat Movie,2016,4.4,965
The Intent,2016,4.4,965
E-Team,2014,7.1,964
Back of the Net,2019,5.3,963
​Goli Soda 2,2018,7.0,961
Girls und Panzer der Film,2015,7.3,959
Tahaan,2008,7.1,959
Harold and Lillian: A Hollywood Love Story,2015,7.9,957
Barcelona: A Love Untold,2016,6.6,956
I Will Follow,2010,6.2,953
Penalty,2019,5.3,946
Rhyme & Reason,1997,7.4,946
Mariposa,2020,6.7,944
Five Nights in Maine,2015,4.8,943
True to the Game,2017,5.3,933
Romance Doll,2020,6.4,928
Veerappan,2016,5.3,926
Uppity: The Willy T. Ribbs Story,2020,7.8,925
Metro,2016,7.1,925
John Day,2013,5.6,924
Freeway: Crack in the System,2015,7.0,923
The Match,2020,5.8,922
Baby Dolls,2019,7.0,919
Too Handsome to Handle,2019,6.5,918
Manmadhudu 2,2019,4.8,914
Rajnigandha,1974,7.3,912
The Body Remembers When the World Broke Open,2019,6.9,912
Always a Bridesmaid,2019,5.7,912
Lifeline,1997,6.6,906
Calum von Moger: Unbroken,2019,6.2,906
Get the Grift,2021,5.4,905
Paper Year,2018,5.3,902
Peter and the Farm,2016,7.1,902
Invisible,2017,6.0,898
Santa Claws,2014,3.0,893
Annabelle Hooper and the Ghosts of Nantucket,2016,5.6,892
Justine,2019,6.7,886
Milea,2020,6.2,884
The Dealer,2010,5.7,882
Undercover Brother 2,2019,3.4,879
The Women's Balcony,2016,6.6,877
The Chosen,2016,6.7,876
Sankofa,1993,7.0,876
Monster Island,2017,4.8,872
Sir! No Sir!,2005,7.6,872
Asperger's Are Us,2016,6.5,871
The Last Runway,2018,5.8,865
The Burial of Kojo,2018,6.5,865
Danny Says,2015,6.8,864
Know Your Enemy - Japan,1945,6.0,864
Alexandria: Again and Forever,1989,6.5,863
Honeytrap,2014,5.9,860
Hero,1997,6.3,860
Recovery Boys,2018,6.7,857
Let It Fall: Los Angeles 1982-1992,2017,7.8,857
Joe Cocker: Mad Dog with Soul,2017,7.2,856
Forever Pure,2016,7.4,856
Muramba,2017,8.0,855
Dark Waters,1956,6.7,854
A Mighty Team,2016,5.5,854
For Grace,2015,7.3,852
S Storm,2016,5.1,848
Look for a Star,2009,5.6,847
Single,2015,6.7,844
The Boss's Daughter,2015,5.4,843
Rainbow Time,2016,5.9,841
The 4th Company,2016,6.2,840
The Larva Island Movie,2020,5.1,837
The Untold Tales of Armistead Maupin,2017,7.6,833
Paradox,2018,4.0,831
El Potro: Unstoppable,2018,5.2,830
The Real Miyagi,2015,7.1,830
Maacher Jhol,2017,7.0,829
Don't Go Breaking My Heart 2,2014,5.4,825
Barbie Princess Adventure,2020,5.5,823
Our Shining Days,2017,6.6,821
A Heavy Heart,2015,7.1,820
(T)ERROR,2015,6.6,819
Two Catalonias,2018,6.4,819
Bitcoin Heist,2016,5.7,818
Paint It Black,2016,5.7,816
The Student,2017,4.5,815
The Misadventures of Hedi and Cokeman,2021,4.5,813
Zindagi Kitni Haseen Hay,2016,5.6,813
Love.com,2017,5.8,813
The Memory of Water,2015,6.1,812
Sardaarji 2,2016,5.2,811
The World We Make,2019,5.5,810
Pitaah,2002,6.4,810
Frat Star,2017,3.5,808
Ugly Aur Pagli,2008,3.8,805
The Journey Is the Destination,2016,6.4,805
West Coast,2016,5.8,804
Aelay,2021,7.0,803
SHOT! The Psycho-Spiritual Mantra of Rock,2016,6.8,802
Twins Mission,2007,5.2,800
Life in the Doghouse,2018,8.4,797
The Kite,2003,6.4,796
Jatt James Bond,2014,6.8,794
A Sort of Family,2017,6.3,793
Blessed Benefit,2016,6.5,793
All Hallows' Eve,2016,4.9,789
The Fisherman's Diary,2020,6.4,787
One by Two,2014,3.9,787
The 3rd Eye 2,2019,5.3,787
Trophy,2017,7.3,783
Mercenary,2016,6.5,781
The Wedding Curse,2006,6.1,779
Franca: Chaos and Creation,2016,7.5,779
ROAD TO ROMA,2020,7.7,778
Mostly Sunny,2016,5.4,778
What Did I Mess,2018,7.0,777
Savage Raghda,2018,5.2,776
"Sincerely Yours, Dhaka",2018,7.0,775
Medium,1985,6.4,775
Paradise Lost,2018,7.0,774
The Great Gambler,1979,6.4,773
The App That Stole Christmas,2020,2.7,773
A Perfect Fit,2021,5.4,772
Hantu Kak Limah,2018,5.7,772
Gunshot,2018,6.8,770
Best Worst Thing That Ever Could Have Happened,2016,7.6,767
Change in the Air,2018,5.7,767
Russell Madness,2015,4.2,765
The Doll 2,2017,5.2,764
X: Past Is Present,2015,5.2,761
Shonar Pahar,2018,8.1,760
Patient Seventeen,2017,3.7,758
Agyaat,2009,3.0,757
Lo más sencillo es complicarlo todo,2018,3.8,757
"Strip Down, Rise Up",2021,5.5,757
Palio,2015,7.3,757
Cycle,2018,8.0,754
Mahabharat,2013,5.3,752
The Apostate,2015,5.7,752
Dark Forces,2020,2.8,750
The Force,2017,6.8,749
The Forgotten,2014,5.3,749
The Desert Bride,2017,6.5,747
Bulletproof 2,2020,3.7,747
The International Player,2009,6.5,746
Tunisian Victory,1944,6.6,742
Nothing to Lose 2,2019,3.2,742
Laerte-se,2017,7.0,739
Full Count,2019,5.7,738
Kid Kulafu,2015,6.7,736
Crossroads: One Two Jaga,2018,6.5,733
Ottaal,2014,8.2,733
National Bird,2016,7.0,732
Much Ado About Nothing,2016,6.5,732
The Russian Revolution,2017,6.5,731
Kartini: Princess of Java,2017,7.6,729
Bride For Rent,2014,6.3,726
Now More Than Ever: The History of Chicago,2016,7.1,724
Hide and Seek,2016,5.9,723
Cousins,2021,6.9,723
Familiye,2017,6.4,722
Belief: The Possession of Janet Moses,2015,5.7,721
Anthony Kaun Hai?,2006,5.1,720
Bucket List,2018,5.7,719
Sparring,2017,6.4,718
Miss Sharon Jones!,2015,7.3,715
Brave New Jersey,2016,5.3,714
Holly Star,2018,5.2,713
Saheb Bibi Golaam,2016,6.4,712
Losing Sight of Shore,2017,7.4,712
We Belong Together,2018,4.7,711
Tik Tok,2016,5.5,711
The Dark Side of Life: Mumbai City,2018,5.8,709
7:19,2016,5.8,705
David Foster: Off the Record,2019,7.0,703
Deadline: Sirf 24 Ghante,2006,6.3,701
Verses of Love 2,2017,5.5,701
The Wedding Party,2016,5.9,700
Kuldip Patwal: I Didn't Do It!,2017,6.4,700
Whipped,2020,4.1,700
Ana e Vitória,2018,6.3,696
The 9th Precinct,2019,5.6,695
EMI: Liya Hai To Chukana Padega,2008,4.4,694
Dead Kids,2019,5.4,693
Alice Junior,2019,6.9,693
De Film van Dylan Haegens,2018,4.2,692
Ek Khiladi Ek Haseena,2005,5.7,691
Burning Cane,2019,5.4,682
The Man Who Would Be Polka King,2009,6.3,682
Bobby Sands: 66 Days,2016,7.2,680
Love You to the Stars and Back,2017,7.4,679
Going for Gold,2018,4.8,679
Rukh,2017,6.3,679
Pulang,2018,6.7,679
Karkar,2007,3.5,678
Seven Sundays,2017,7.6,678
The Bad Kids,2016,7.0,677
Defying the Nazis: The Sharps' War,2016,7.2,677
Mehandi Circus,2019,7.2,676
Attacking the Devil: Harold Evans and the Last Nazi War Crime,2014,8.0,676
Starting Over Again,2014,6.9,675
Wira,2019,6.2,673
Q Ball,2019,6.8,673
Like Arrows,2018,6.4,672
You Are My Home,2020,6.5,669
Catwalk: Tales from the Cat Show Circuit,2018,6.3,668
The Legend of Michael Mishra,2016,4.4,667
Must Be... Love,2013,6.5,667
The Brawler,2019,4.9,666
Target,2018,4.1,662
For Here or to Go?,2015,6.7,660
Veerey Ki Wedding,2018,2.9,660
Residue,2020,6.5,660
Balu Mahi,2017,6.0,656
Max Rose,2013,6.2,653
One Last Thing,2018,6.4,653
Tattah,2013,4.4,653
Bazaar,1982,7.4,652
Detention Letter,2017,4.6,651
Deadly Scholars,2018,4.3,651
BNK48: Girls Don't Cry,2018,7.2,651
Todo Sobre El Asado,2016,6.5,651
Settai,2013,4.7,650
A Family Affair,2015,7.1,649
The Land of the Enlightened,2016,7.1,649
Roh's Beauty,2014,3.5,649
Not a Game,2020,5.6,648
Bosta,2005,6.4,647
American Circumcision,2017,7.2,645
Tum Milo Toh Sahi,2010,5.7,643
Eeda,2018,7.1,640
Hospital,2020,3.3,639
Love for Sale 2,2019,6.9,639
Hot Gimmick: Girl Meets Boy,2019,4.4,639
Perú: Tesoro escondido,2017,6.1,638
Enlighten Us,2016,6.2,637
A Kid from Coney Island,2019,7.0,637
Aliens Stole My Body,2020,3.4,636
Love Shot,2018,5.1,634
Alone/Together,2019,6.4,630
Beauties of the Night,2016,7.3,629
Back to the 90s,2015,6.5,628
Evening Shadows,2018,7.2,625
Meditation Park,2017,7.1,625
Paying Guests,2009,4.4,625
My Stupid Boss 2,2019,6.5,625
Swearnet Live,2014,5.4,623
Home Is Where the Killer Is,2019,4.4,621
1 Chance 2 Dance,2014,4.6,619
The Bomb,2016,6.6,617
Catching the Sun,2015,6.6,615
The Milk System,2017,7.0,615
Gour Hari Dastaan: The Freedom File,2015,7.3,615
Soekarno,2013,6.9,612
Unbridled,2018,5.0,607
Painted Faces,1988,7.2,606
The last hour,2017,6.3,605
Bullitt County,2018,4.7,602
Killer Cove,2019,4.4,601
El club de los insomnes,2018,6.3,601
Sustainable,2016,7.3,599
One in a Billion,2016,6.7,598
Pinky Memsaab,2018,6.3,596
Parchís: the Documentary,2019,6.8,596
Hope Springs Eternal,2018,4.9,593
Ave Maryam,2018,6.8,593
EVANGELION: DEATH (TRUE)²,1998,6.4,592
Happy Times,2014,5.6,591
Mustang Island,2017,6.2,591
My Sleeping Lover,2008,3.6,590
Dayveon,2017,6.2,589
Monster Run,2020,5.1,587
SDU: Sex Duties Unit,2013,5.8,587
Crazy Awesome Teachers,2020,6.2,587
Santa's Apprentice,2010,6.3,587
Westerplatte Resists,1967,7.0,585
The Rope Curse 2,2020,4.8,585
B.A. Pass 2,2017,2.2,584
Manolo: The Boy Who Made Shoes for Lizards,2017,6.4,582
Norm of the North: King Sized Adventure,2019,3.4,581
Room for Rent,2017,5.4,580
Meghnadbodh Rohoshyo,2017,6.2,580
The Christmas Project,2016,5.5,578
Sprinter,2018,6.1,578
Tootsies & The Fake,2019,5.8,577
Beiimaan Love,2016,2.9,576
From Japan to Egypt,2017,5.5,575
Once a Gangster,2010,5.7,575
Never Heard,2018,5.7,573
When Two Worlds Collide,2016,7.6,573
Alaska Is a Drag,2017,6.6,572
Everyday I Love You,2015,7.0,570
Ms. Mammy,2012,4.8,566
Wonder Boy,2019,6.7,566
Gatao 2: Rise of the King,2018,6.2,566
A Billion Colour Story,2016,8.0,565
706,2019,5.3,561
Chhota Bheem and the Curse of Damyaan,2012,6.7,560
Jeremiah Tower: The Last Magnificent,2016,6.6,559
Brampton's Own,2018,5.2,559
Running Out Of Time,2018,4.4,558
Miss Me This Christmas,2017,4.4,557
Dhh,2017,7.6,557
Mango Dreams,2016,7.4,555
The Ghost Who Walks,2019,5.3,554
Zubaan,2015,6.1,553
Super Nani,2014,4.8,553
The Knight and the Princess,2019,5.8,551
Across The Line,2015,5.3,550
Another Forever,2016,5.2,548
Cuddle Weather,2019,6.1,545
Late Life: The Chien-Ming Wang Story,2018,7.1,545
Zed Plus,2014,6.3,543
Hattrick,2007,4.3,542
Shararat,2002,4.8,541
The spiral,1978,6.6,538
VS.,2018,5.9,534
Rezeta,2012,5.7,532
Out of Life,1991,6.8,531
Casino Tycoon,1992,5.9,531
Shine Your Eyes,2020,6.5,530
Guna 369,2019,6.2,530
The Gospel of Luke,2015,7.2,529
Mukhsin,2006,7.3,528
Eyes of a Thief,2014,6.5,528
Deviant Love,2019,3.5,527
Picture a Scientist,2020,7.8,526
Elizabeth and Margaret: Love and Loyalty,2020,7.5,526
The River Thief,2016,5.2,526
Issaq,2013,4.4,525
Jis Desh Men Ganga Behti Hai,1960,7.1,524
Alive and Kicking,2016,7.2,524
Sigaram Thodu,2014,6.2,524
King of Boys,2018,6.2,524
Satan & Adam,2018,7.7,523
Sample This,2012,6.4,523
Mutiny of the Worker Bees,2020,4.1,521
Something Huge,2017,4.4,519
Bobbi Jene,2017,6.3,519
Lady Boss: The Jackie Collins Story,2021,6.8,519
Misfit,2017,4.4,519
The Walls of the Moon,2015,5.9,518
Jal,2013,6.7,514
Rolling Papers,2015,6.2,514
"Kalel, 15",2019,7.2,512
Loving You,1995,6.4,510
FTA,1972,6.4,510
Barbecue,2017,6.5,509
Cook Off,2017,6.0,507
Zenda,2009,7.0,506
The Mayor,2017,6.3,506
Isa Pa with Feelings,2019,7.8,504
Sadie's Last Days on Earth,2016,5.4,504
Desolate,2018,5.1,502
Seven,2019,5.2,502
My Amnesia Girl,2010,6.6,500
Kids on the Block,2019,5.7,499
The Dreamer,2009,6.8,499
There's Something in the Water,2019,6.7,498
Long Time Running,2017,8.1,497
Twinsanity,2018,4.1,496
Zokkomon,2011,4.2,495
Norman Lear: Just Another Version of You,2016,7.3,494
Bulbul Can Sing,2018,6.9,493
Pranaam,2019,4.2,493
The Player,2012,5.0,492
Love Is a Story,2015,6.0,491
Weeds on Fire,2016,6.7,491
Time Out,2015,6.0,490
"¡Ay, mi madre!",2019,3.9,490
Union Leader,2017,7.1,490
Nigerian Prince,2018,5.9,489
Kalushi: The Story of Solomon Mahlangu,2016,6.6,489
The C Word,2016,7.5,487
Mauli,2018,5.6,485
Kolaiyuthir Kaalam,2019,2.6,483
Snervous Tyler Oakley,2015,5.5,483
​Mayurakshi,2017,7.0,481
Thottappan,2019,6.9,480
A Second Chance,2015,7.0,480
Memory Games,2018,6.7,479
The Intent 2: The Come Up,2018,3.9,477
Good Kisser,2019,4.3,477
Evvarikee Cheppoddu,2019,7.1,475
A Choo,2020,5.5,475
A Very Special Love,2008,6.5,474
#cats_the_mewvie,2020,5.3,473
A Champion Heart,2018,6.1,472
Moh Maya Money,2016,5.8,472
Dear Dad,2016,6.2,472
A Witches' Ball,2017,5.1,471
It Takes a Man and a Woman,2013,6.8,471
Rogue Warfare: Death of a Nation,2020,3.3,471
Ni de coña,2020,2.9,470
Warda,2014,4.2,469
Hope Aur Hum,2018,6.3,467
Pagpag: Nine Lives,2013,5.3,467
The Legend of 420,2017,6.7,466
Rise of the Zombie,2013,3.3,466
Trippin' with the Kandasamys,2021,5.3,465
Blurred Lines: Inside the Art World,2017,6.4,463
Monkey Up,2016,3.7,463
Coffee for All,2017,5.6,462
Dries,2017,6.8,461
Harry Benson: Shoot First,2016,7.4,458
Always Be My Maybe,2016,6.5,457
Salam - The First ****** Nobel Laureate,2018,7.8,453
Sohni Mahiwal,1984,6.1,452
Exit Strategy,2012,3.2,449
Kajraare,2010,2.9,448
Sister Code,2015,4.3,446
42 Grams,2017,7.0,444
Jatts in Golmaal,2013,6.3,442
Bending the Arc,2017,8.0,442
Furthest Witness,2017,4.2,440
Aagey Se Right,2009,5.2,440
Boy Bye,2016,5.3,439
Night on Earth: Shot in the Dark,2020,7.6,433
The Gentleman Driver,2018,6.3,432
Aerials,2016,1.5,432
Eh Janam Tumhare Lekhe,2015,8.6,431
Apache Warrior,2017,6.6,431
A Leaf of Faith,2018,7.2,430
Sky on Fire,2016,4.5,428
Nathicharami,2018,7.2,427
The Gospel of Mark,2015,7.8,427
Stray Bullet,2010,6.3,425
Dance Dreams: Hot Chocolate Nutcracker,2020,7.1,424
Belmonte,2018,6.1,424
Autohead,2016,6.0,423
The Mistress,2012,6.4,421
Jeremy Scott: The People's Designer,2015,6.4,420
Fittest in Dubai,2019,6.1,420
Black Is Beltza,2018,5.9,420
Shawn Mendes: Live in Concert,2020,7.3,419
Residente,2017,7.9,418
My Friend Pinto,2011,5.3,418
Stars in the Sky: A Hunting Story,2018,7.3,417
Dancing Quietly,2016,6.2,416
Everything About Her,2016,7.2,416
Wandering Stars,2019,7.1,416
Mi amigo Alexis,2019,5.0,415
Tukaram,2012,8.2,415
My Amanda,2021,5.8,414
What Happened to Mr. Cha?,2021,4.4,414
Dying to Tell,2018,6.9,414
Naledi: A Baby Elephant's Tale,2016,7.6,414
#FriendButMarried 2,2020,6.8,413
My True Friend,2012,6.3,413
C/O Kaadhal,2021,7.7,412
Shuddhi,2017,7.8,411
Mundina Nildana,2019,6.3,411
Norm of the North: Family Vacation,2020,3.0,411
Bollywood Calling,2001,6.3,409
The Promise,2008,5.6,409
Weed the People,2018,7.3,409
Train of the Dead,2007,3.6,408
Abhinetri,2016,5.9,408
Alelí,2019,6.3,408
Saath Saath,1982,7.4,407
From Stress to Happiness,2020,6.3,407
Mumbai Delhi Mumbai,2014,5.7,406
SETHUM AAYIRAM PON,2020,7.0,406
Bittoo Boss,2012,4.1,405
The Price of Success,2017,5.8,404
Two Graves,2018,4.2,404
Staged Killer,2019,3.7,403
Forbidden Games: The Justin Fashanu Story,2017,6.6,403
Growing Up Coy,2016,6.1,400
Amy Tan: Unintended Memoir,2021,7.8,399
Frank and Cindy,2007,6.9,399
Still,2010,4.3,398
Beauty and the Bestie,2015,4.7,397
Abby Sen,2015,5.9,397
Premachi Goshta,2013,7.3,396
At All Costs,2016,6.5,396
Cross: Rise of the Villains,2019,2.0,395
Last Flight to Abuja,2012,4.4,394
Isoken,2017,6.4,394
Shelter,2010,6.9,393
No Other Woman,2011,6.0,392
Ghost of the Mountains,2017,7.0,391
Victor,2015,6.3,391
Al acecho,2019,5.0,390
Sisterakas,2012,5.3,390
The School of Mischief,1973,6.1,390
Bwakaw,2012,7.2,389
American Woman,2019,5.2,389
Restless Creature: Wendy Whelan,2016,7.2,388
Time Please,2013,7.0,387
The Surrounding Game,2018,6.6,387
Winter of Our Dreams,1981,6.3,386
Democrats,2014,7.4,386
Asura Guru,2020,3.3,385
Lalbaug Parel: Zali Mumbai Sonyachi,2010,7.3,385
Poshter Girl,2016,6.7,384
Antidote,2018,2.6,383
Little Dragon Maiden,1983,5.9,383
Born in Syria,2016,7.7,382
Casablancas: The Man Who Loved Women,2016,6.2,382
Barrio Universitario,2013,3.5,381
The Breakup Playlist,2015,6.4,377
Hedgehogs,2016,3.9,376
Watchman,2019,5.4,376
#Roxy,2018,4.9,375
Dolphin Kick,2019,4.5,374
Professor,1962,6.8,373
Bankrolled,2021,4.2,369
The Chord,2010,5.8,367
Numbered,2012,7.1,366
Kaakan,2015,8.1,365
A Home with A View,2019,6.0,365
Maddman: The Steve Madden Story,2017,6.6,364
Right Here Right Now,2018,5.4,360
The Panti Sisters,2019,5.7,360
Phamous,2018,3.9,358
Geez & Ann,2021,5.2,358
Story of Kale: When Someone's in Love,2020,6.3,358
A Haunting at Silver Falls: The Return,2019,3.2,358
Revenge of the Pontianak,2019,5.3,357
Giving Voice,2020,7.0,357
Jindua,2017,6.2,356
Love Station,2011,5.6,356
You're My Boss,2015,6.3,355
KL Zombi,2013,4.5,354
Anaamika,2014,5.4,354
Don't Crack Under Pressure,2015,6.5,354
An Upper Egyptian,2014,3.2,353
Recall,2018,6.4,353
Water & Power: A California Heist,2017,7.3,352
Moshe Kasher: Live in Oakland,2012,6.6,352
The Wedding Party 2: Destination Dubai,2017,4.7,349
Husbands in Goa,2012,4.1,349
Kisaan,2009,5.5,348
Faraar,2015,5.4,346
Because We're Heading Out,2016,4.1,345
My Ex-Ex,2015,4.6,345
May We Chat,2014,4.9,343
Asees,2018,7.5,343
Shorgul,2016,5.7,341
What's Up?,2006,3.0,341
Nasha Natasha,2020,6.5,339
The Tigers of Scotland,2017,6.6,339
Couples Counseling,2016,5.6,337
Mike Epps: Don't Take It Personal,2015,4.5,337
Chief Daddy,2018,4.6,336
Being AP,2015,6.5,336
Santa Banta Pvt Ltd,2016,2.7,335
Duniya,1984,6.3,335
Girl's Revenge,2020,5.9,334
The First Line,2014,4.7,334
Gang of the Caribbean,2016,5.2,334
The Day I lost My Shadow,2018,6.1,334
Road To High & Low,2016,6.5,332
"Trikal (Past, Present, Future)",1985,7.0,332
Unchained: The Untold Story of Freestyle Motocross,2016,7.8,331
The Dancer,2011,7.5,331
Fantastica,2018,3.7,330
Behind the Curtain: Todrick Hall,2017,6.9,330
The Royal Hibiscus Hotel,2017,5.3,329
Forever Chape,2018,7.4,329
Trip to Bhangarh: Asia's Most Haunted Place,2014,2.5,329
The lynx,1982,6.4,328
Rumble,2016,3.7,327
Yeh Hai Bakrapur,2014,3.9,326
The Rehearsal,2016,5.7,326
LoveTrue,2016,6.6,325
Sunrise,2014,6.3,325
Ainu Mosir,2020,6.6,325
15 August,2019,5.8,324
Lilli,2018,5.6,323
"2,215",2018,7.6,323
The Last Whistle,2019,5.1,323
The Third Party,2016,6.1,323
Stink!,2015,7.2,323
Guatemala: Heart of the Mayan World,2019,6.6,322
Puppy Star Christmas,2018,3.7,322
Firebrand,2019,5.4,320
Four Sisters Before the Wedding,2020,6.1,319
Lola Igna,2019,7.2,319
Break Up 100,2014,5.8,318
The Blind Christ,2016,5.8,317
The Love Affair,2015,6.3,316
7 Yards: The Chris Norton Story,2021,7.8,315
La Coppia dei Campioni,2016,3.5,314
Amar Akbar & Tony,2015,5.3,313
Exes Baggage,2018,6.5,312
Garuda Di Dadaku,2009,6.7,312
The Unborn Child,2011,4.5,312
My Birthday Song,2018,5.5,312
This Is the Life,2008,6.9,311
Withdrawn,2017,5.6,310
Muran,2011,6.4,310
Pandigai,2017,6.4,310
Jonaki,2018,6.6,309
Amrapali,1966,6.6,309
Sarbath,2021,5.7,309
'76,2016,5.5,307
The Animal People,2019,7.7,307
Saawan,2016,7.4,307
Savita Damodar Paranjpe,2018,5.8,306
Kandasamys: The Wedding,2019,5.8,306
W/O Ram,2018,6.1,306
The Super Parental Guardians,2016,4.8,306
Mumbai Matinee,2003,5.1,305
Galih dan Ratna,2017,6.4,305
A Sort of Homecoming,2015,5.6,304
Good and Prosperous,2017,3.9,303
Sat Shri Akaal England,2017,5.3,302
Set Off,2008,6.3,300
Born Racer,2018,6.1,299
Caida del Cielo,2016,5.3,298
Manoranjan,1974,6.5,297
Azali,2018,5.7,297
Finally Found Someone,2017,5.9,296
White Island,2016,4.2,295
French Dirty,2015,5.0,294
Functional Fitness,2016,4.9,294
Menorca,2016,4.3,293
Theater of Life,2016,6.7,292
Mujrim,1989,5.4,291
Fifty,2015,6.0,291
Pup Star: Better 2Gether,2017,4.4,290
Hajwala: The Missing Engine,2016,2.0,289
Nila,2016,6.7,288
Hot Property,2016,4.2,288
She's the One,2013,6.3,288
Fall Girls,2019,3.9,287
Riding Faith,2020,4.5,286
Chupan Chupai,2017,5.4,285
You Changed My Life,2009,6.5,284
Vanjagar Ulagam,2018,6.1,283
Urvi,2017,6.7,283
All Because of You,2020,4.1,280
Life Ki Toh Lag Gayi,2012,5.2,279
Talentime,2009,7.5,278
Listen,2017,6.5,276
Kay Dyache Bola,2005,7.3,276
Fronteras,2018,3.9,276
Mr. Chandramouli,2018,5.1,276
Big Time,2017,6.5,275
Private Network: Who Killed Manuel Buendía?,2021,6.8,275
Game Over,2012,3.1,274
The Damned Rain,2009,7.8,274
The Amazing Praybeyt Benjamin,2014,4.3,274
French Toast,2015,5.7,274
"Ayotzinapa, el paso de la tortuga",2018,7.4,270
Contract,2008,4.1,270
Swami,1977,6.8,268
One Heart: The A.R. Rahman Concert Film,2017,8.5,266
The Young Vagabond,1985,5.4,266
Road to Yesterday,2015,6.0,265
Freshman Year,2019,5.2,265
Loco Love,2017,4.5,264
Mater,2017,4.7,264
Next Enti?,2018,4.3,264
Tarung Sarung,2020,5.9,263
12 ROUND GUN,2017,4.8,262
Pup Star: World Tour,2018,4.0,262
6-5=2,2014,4.5,260
Martyrs of Marriage,2016,8.4,259
Wish Upon a Unicorn,2020,5.3,259
Have You Seen the Listers?,2017,6.7,256
Milkwater,2020,6.2,255
Léa & I,2019,6.4,254
Hide & Seek,2010,4.3,253
Octonauts & the Great Barrier Reef,2020,6.8,253
For the Birds,2018,6.7,253
Between Maybes,2019,6.2,249
Semana Santa,2015,6.0,249
Yaar Gaddar,1994,3.8,249
Rangreza,2017,4.8,248
Bugs,2016,6.8,248
Food on the Go,2017,6.3,248
Naughty Jatts,2013,6.3,248
What the Fish,2013,4.9,248
A Yellow Bird,2016,5.4,247
Illegal Woman,2020,6.2,247
Born to Be Free,2016,7.6,247
Palermo Hollywood,2004,5.3,245
Judge Singh LLB,2015,7.3,244
One More Try,2012,6.1,244
Prince,1969,6.8,243
Love Like the Falling Rain,2020,4.8,243
Sisters on Track,2021,6.1,242
The Unmarried Wife,2016,5.9,241
Let's Dance,2006,2.5,241
GO! The Unforgettable Party,2019,5.5,240
Oversize Cops,2017,5.8,239
Unexpectedly Yours,2017,6.7,238
André & his olive tree,2020,6.6,237
The Last Resort,2018,7.3,237
GIMS: On the Record,2020,6.9,237
Cold Harbour,2013,5.1,237
Hard Tide,2015,4.9,236
Mantra,2017,5.4,234
Jora 10 Numbaria,2017,6.9,233
"Sí, Mi Amor",2020,3.9,232
I Am Sun Mu,2015,7.1,231
Potato Potahto,2017,4.2,230
Step Outside,2018,4.8,230
Finding Agnes,2020,5.0,230
We Are Legends,2019,5.3,229
Chhota Bheem: Dholakpur to Kathmandu,2012,7.7,229
Any Crybabies Around?,2020,6.0,229
Happy Go Lucky,2014,6.4,227
Gun Runners,2015,7.1,226
First Love,2018,6.0,226
Phullu,2017,6.1,225
Expedition China,2017,6.6,222
Winnie,2017,6.3,221
Yes or No 2.5,2015,5.2,220
Adrishya,2017,3.2,219
Motu Patlu: King of Kings,2016,6.5,219
Generasi 90an: Melankolia,2020,5.4,218
The Midas Touch,2013,4.9,217
Camellia Sisters,2021,4.8,216
Kevyn Aucoin: Beauty & the Beast in Me,2017,7.1,215
Regatta,2015,4.5,214
Alarmoty in the Land of Fire,2017,4.1,213
Rakkhosh,2019,4.7,213
Doubles Cause Troubles,1989,5.3,212
Bad Rap,2016,6.5,212
Myriam Fares: The Journey,2021,2.3,210
It Takes a Lunatic,2019,6.7,210
The Lost Okoroshi,2019,5.9,210
Si Doel the Movie 2,2019,6.8,209
Celluloid Man,2012,7.7,209
Blind Intersections,2012,6.5,209
Marriage Palace,2018,6.3,208
Bioscope,2015,6.3,208
Caregiver,2008,6.3,206
Jealousy and medicine,1973,6.1,206
Red Snow,2019,4.8,205
Susanne Bartsch: On Top,2017,6.9,204
Redemption,2019,6.0,203
Oloibiri,2015,5.3,201
Her Only Choice,2018,5.6,198
Phone Swap,2012,6.4,198
Misfit 2,2019,4.9,196
All of You,2017,5.6,196
Encounter: The Killing,2002,6.0,195
To Be a Miss,2016,6.4,194
Pimpal,2017,7.5,193
The Wedding Shaman,2019,7.0,192
Naa Bangaaru Talli,2013,7.4,191
Baby Mamas,2018,5.9,191
Ishqedarriyaan,2015,4.9,191
Manusangada,2017,7.6,190
"Aram, Aram",2015,6.5,190
The Pursuit,2019,6.2,189
Krish Trish and Baltiboy: Face Your Fears,2017,7.5,187
A Love Story,2007,6.5,187
Burlesque: Heart of the Glitter Tribe,2017,6.1,187
Colkatay Columbus,2016,3.9,187
Weapon of Choice,2018,5.0,187
In Paradox,2019,4.8,186
Jada,2019,5.4,186
